	BG0602	BG0702	BG0716	BG0728	BP0701	BP0719	CK0702	CK0705	CK0713	CK0717	LM0708	LM0709	LM0710	LM0711	LM0716	MK0710	MK0713	MK0718	MK0727	MK0729	PL0703	PL0708	PL0710	PU0601	PU0612	PU0614	PU0733	PU0754	PU0756	PU0791	TK0601	TK0702	TK0704	TK0705	TK0711	TK0712	TK0713	UL0708	UL0718	UL0720	PU0725B	PU0737B	AN0716	AS0701b	AS0702	BG0710A	BG0715	BG0727	BG0736	BP0717	BT0701	CK0707	CK0708A	LM0705	MK0721	MK0725	PL0702A	PU0718A	PU0723A	PU0724	PU0726	PU0740A	TK0706	UL0722
Hibiscus	0	0	0	0	8	9	48	12	0	0	0	105	9	0	85	80	0	0	0	15	0	17	0	17	7	73	30	40	0	0	462	13	9	52	92	16	0	0	0	0	0	0	0	6	10	0	0	35	0	6	0	474	8	0	29	0	0	0	0	0	0	0	0	0
Sphaeralcea	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eucalyptus	0	0	0	0	0	152	0	0	0	0	0	160	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	46	0	0	58	0	10	14	265	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Oenothera	0	0	0	0	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	452	47	199	36	3072	0	48	0	7	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbeckia	0	0	0	0	0	0	0	0	0	0	23	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psidium	114	0	0	0	8	0	0	0	0	0	0	601	0	566	0	8	0	0	35	36	0	399	17	0	8	13	0	13	23	10	10086	132	1622	86	9	23	0	1256	1406	0	0	0	391	267	285	44	0	30	16	32	8	0	16	0	0	0	37	37	0	0	0	10	910	655
Punica	0	0	0	0	0	0	0	0	0	0	0	36	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sonneratia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trapa	0	0	0	0	0	0	0	0	0	0	0	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nymphaea	0	0	0	0	0	0	31	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afrostyrax	0	0	0	0	0	0	37	22	0	0	0	15	46	0	1183	194	9	12	0	80	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	9	0	309	41	0	0	0	0	0	0	0	0
Averrhoa	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Connarus	6	0	0	0	0	0	49	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Elaeocarpus	180	19	0	7	0	0	17	6	0	0	0	707	0	116	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	27	0	0	0	0	0	0	0	0	32	8	0	0	58	209	111	0	79	0	28	0	0	0	0	0	0	0	0	0	0
Hua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	8	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platytheca	0	0	0	0	0	35	12	12	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
Acanthochlamys	0	0	0	37	0	0	0	0	0	0	0	253	0	211	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andruris	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carludovica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Freycinetia	0	14	0	22	10	7	8	12	0	0	17	0	0	0	7	0	0	85	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	18	9	28775	0	0	7	93	53	10	6	0	16	129	0	0	0	0	0	7	0	29	0	0	0	12	0	110
Kihansia	17	0	0	58	114	7	0	0	0	0	26	113	22	137	79	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	60	0	0	68	33	0	0	0	0	0	0	23	6	0	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Ludovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pandanus	0	0	0	9	0	0	0	0	0	0	0	75	0	49	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pentastemona	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sciaphila	56	19	0	234	979	487	306	483	62	169	56	810	239	688	2092	52	79	200	470	106	0	577	16	0	7	0	14	0	0	0	641	25	143	478	163	379	71	22	145	342	11	0	0	31	8	0	23	110	70	8227	0	120	444	9	1152	1150	235	0	0	0	0	0	19	14
Seychellaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stemona	0	0	0	0	0	0	0	149	0	0	0	0	0	10	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Talbotia	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
Triuris	0	0	0	0	0	0	0	0	0	0	0	39	0	80	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	35	46	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracryphia	23	0	0	0	36	27	8	0	0	0	0	0	0	0	12	0	0	47	0	0	0	26	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	110	0	0	0	0	0	0	0	0
Piper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Saruma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aegilops	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloteropsis	0	678	0	0	15	0	3656	1539	0	27	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	1664	0	0	0	0	0	0	0	0	0	0	0
Ananas	22	0	0	24	0	224	18	0	0	0	122	101	97	15	0	0	0	26	0	6	0	62	33	0	0	0	7	49	0	0	37	30	0	115	0	0	0	98	0	6	0	0	0	82	0	0	0	9	0	1970	0	7	0	0	15	0	684	0	0	0	0	32	0	126
Brachiaria	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachypodium	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenchrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chasechloa	10	6	0	0	7	33	366	151	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	490	0	0	0	0	191	69	0	10	13	0	0	0	0	0	0	0	0	0	11	0
Ecdeiocolea	0	0	0	12	0	321	0	0	0	0	0	64	0	52	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	15	0	63	0	0	0	228	0	0	0	16	0	0	0	0	0	53009	0	0	0	7	0	0	57	0	0	0	7	0	0	0
Elegia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guzmania	526	0	10	86	12	0	9960	279	60	795	11	459	6	272	112	0	17	1234	0	0	0	1180	52	0	0	0	0	0	0	0	0	0	0	13	91	120	15	24	9	219	0	0	0	0	25	0	71	0	0	0	0	450	7	0	10	0	0	0	0	0	0	0	0	43
Hordeum	0	0	0	12	12	30	53	117	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	38	9	0	39	0	13	0	6	0	0	0	0	0	14	0	0	0	10	61	791	0	0	6	0	0	0	0	0	0	0	0	0	38	0
Mayaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oropetium	0	0	0	0	145	10	8326	56	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	161	0	0	29	0	0	0	177	0	0	0	0	0	0	0
Oryza	0	0	0	13	0	22	69	13	0	42	39	0	0	23	13	0	0	30	0	0	0	14	0	0	0	0	0	92	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	352	7	0	0	0	90	73	0	0	0	0	25	9	0	7	0	0	0	0	984	0
Saccharum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorghum	532	3518	637	579	5148	30898	170118	119479	1061	62851	2343	0	1026	692	248	195	21	185	414	3896	0	2083	0	0	0	0	0	5060	137	0	45	181	1463	6913	0	957	201	588	1576	4066	0	0	0	61123	1189	55	0	997	147781	7558	148	12489	1937	0	1301	291	53	448	0	983	0	117	30008	0
Sparganium	0	0	0	7	326	99	642	39	67	151	6	253	83	103	350	0	0	465	898	16	0	0	0	0	0	0	0	0	0	24	50	0	94	318	202	80	49	25	46	135	0	0	0	0	0	0	0	0	17	396	0	106	0	11	28	0	0	0	0	0	0	0	0	0
Sporobolus	0	0	0	0	0	0	10	0	0	0	0	84	0	54	10	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	972	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
Triticum	0	0	0	0	107	370	204	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	33	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	226	0	0	0	0	0	0	0	0	0	0	0	0	63	0
Zea	0	44	24	25	0	63	684	59	0	20	7	178	57	186	83	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	152	0	0	49	103	67	0	0	260	161	0	0	0	223	0	16	37	1429	235	2399	0	49	20	0	27	9	118	0	0	0	0	0	386	0
Macadamia	0	0	0	7	7	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	662	11	0	53	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelumbo	0	0	0	0	0	41	0	0	0	0	0	50	9	130	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	248	0	19	139	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Persoonia	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	27	164	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	481	0	0	0	0	0	0	0	0
Petrophile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aconitum	0	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	729	77	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actaea	86	0	0	64	0	0	2800	0	0	0	0	403	0	298	0	0	9	0	0	0	0	9	0	0	0	0	0	30	57	32	82	41	54154	89994	7669	1992	251	0	0	0	0	0	20	0	0	80	0	0	119	20	0	6	0	0	0	0	0	0	0	0	0	0	731	0
Aquilegia	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cissampelos	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coptis	0	0	0	0	0	0	27	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corydalis	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coscinium	158	0	0	10	264	0	7	16	0	0	0	10	0	79	0	0	0	57	10	0	0	25	0	0	0	0	7	0	0	8	0	0	0	31	9	78	0	20	89	6	0	0	0	0	0	0	0	72	52	49	0	0	16	0	0	0	0	0	0	0	0	0	6	0
Fibraurea	0	0	0	0	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	181	285	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranunculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sanguinaria	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Archiboehmeria	0	0	0	0	0	0	0	0	0	0	0	0	5099	0	7319	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Boehmeria	0	0	0	0	0	0	0	0	27	0	36	306	5154	52	182260	46400	194	818	81	18571	0	0	0	0	0	0	0	0	11	0	151411	0	23	0	14820	0	0	0	0	0	0	0	0	707	23	0	0	0	0	0	0	0	0	0	52860	0	0	0	0	0	0	0	455	0
Ceanothus	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
Cecropia	0	0	0	0	0	0	0	0	0	0	0	0	6	0	206	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
Droguetia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	53	0	0	0	8	0	0	0	0	0	0	0	0	0	0	106	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Ficus	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Forsskaolea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Fragaria	0	0	0	0	0	0	0	0	0	0	0	0	0	116	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malus	127	42	0	144	581	413	101	0	0	19	128	74	9	61	70	0	0	108	0	0	10	287	223	0	0	0	0	0	12	0	0	34	70	68	0	7	27873	0	12926	115	0	0	92	0	0	27	0	0	35	376	50	88	0	13	0	3339	0	0	0	0	0	0	0	0
Morus	52	0	0	30	318	454	1905	9	0	791	527	382	477	124	1188	0	954	188	657	137	0	24	0	0	16	0	0	0	83	10	296	0	498	178	2809	440	1379	46	437	340	0	0	176	72	1198	7	0	25	96	606	0	2036	0	172	14	7	12	18	0	0	0	0	443	0
Myriocarpa	0	0	0	0	0	0	0	0	0	0	0	279	40	0	48	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0
Neodistemon	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1591	203	0	0	0	109	0	0	0	0	0	0	0	0	0	0	946	0	0	0	90	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	11	0
Parietaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Pellionia	0	0	0	0	0	0	0	0	0	0	0	17	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Pilea	0	0	0	0	0	0	0	0	0	0	6	21298	375	35	427	81	1167	840	203	19	0	0	0	0	0	0	0	0	0	0	236	0	19	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	333	0	0	0	0	0	0	0	0	0
Pipturus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	794	0	0	0	0	0	0	0	0
Prunus	19	49	0	146	639	105	11	301	16	58	8	258	77	221	550	95	0	842	0	127	0	11	0	0	0	0	6	0	0	9	442	47	87	247	71	307	9389	19	13094	62	12	0	0	271	0	9	0	63	153	32	0	13	352	0	2042	496	62	0	0	0	0	0	30	0
Pyrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	93	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rosa	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	1874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubus	0	0	0	0	0	0	0	0	0	0	0	0	0	192	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcomphalus	6	225	0	21	597	98	221	0	0	105	0	8	3547	0	6920	816	845	6	16	305	0	0	0	0	0	0	0	0	0	0	214	0	0	0	153	0	0	0	0	0	0	0	0	85	0	0	0	57	0	81	0	179	12	0	5291	0	0	0	0	0	0	0	0	0
Urera	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Ziziphus	17	615	29	446	18	182	0	0	0	0	7	95	692	39	237	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	46	181	150	7	119	957	88	15	101	0	0	0	0	20	0	113	0	57	563	71	0	0	0	0	48	14	143	0	0	0	0	0	7	0
Anthobolus	0	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	56	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antidaphne	0	8	0	0	0	0	0	0	0	0	0	156	13	0	968	71	0	0	0	34	0	0	0	0	0	0	0	0	0	0	314	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	7	0	0	0	0	0	0	0	0
Benthamina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berhautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Cecarria	0	0	0	430	351	42	0	2769	1429	27	0	123	57	130	84	0	0	0	0	33	0	58	0	0	0	0	0	0	0	0	197	0	0	0	33	97	0	0	156	140	0	0	0	0	0	0	10	3365	26	322	0	0	20934	0	926	24	61	0	0	0	0	0	7	0
Cervantesia	9	0	0	0	12	13	0	0	0	0	0	12	0	8	39	0	0	36	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	25	22	0	0	0	0	0	0	0	0
Chaunochiton	0	0	0	0	0	7	0	0	0	63	184	3690	52	35	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	14	0	18	0	0	0	0	0	0	868	0
Choretrum	10	0	0	16	67	33	10	0	0	0	0	0	0	0	27	0	0	66	0	0	0	29	16	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	20	0	0	0	332	0	0	0	0	0	0	0	0
Comandra	0	0	0	0	0	0	0	0	0	0	0	10	39	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dactylanthus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Decaisnina	0	0	0	0	615	89	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0
